chromosome geneName geneId transId transLenTrue Ps piS Ss_p Pn piN Sn_p Ds kS Ss_d Dn kN Sn_d DoS alphaMK
2R PGRP-SC1b FBgn0033327 FBtr0088708 626 12 0.0083425070426697 132.56735 14 0.00160392869360904 422.35165 6 0.0452830188679246 132.5 2 0.00473372781065089 422.5 -0.0666137714762625 -2.5
2R CG8046 FBgn0033388 FBtr0088620 1878 27 0.00849216367876686 394.034897499999 54 0.00200495211629486 1162.8541025 44 0.113636363636364 395.999999999999 24 0.0223944875107666 1161 -0.0263722817099009 -2.66666666666667
2R CG12338 FBgn0033543 FBtr0088256 1126 41 0.0238173365992897 252.908324 22 0.00114689454596469 752.091676 14 0.0552995391705068 253.166666666667 4 0.0053203280868987 751.833333333333 0.0418239067651883 -0.878048780487805
2R Listericin FBgn0033593 FBtr0088191 450 14 0.0161076094791137 99.51028 11 0.00145618909375327 263.48972 5 0.0501672240802676 99.6666666666666 4 0.0151898734177215 263.333333333333 0.149504973839077 0.0178571428571429
2R casp FBgn0034068 FBtr0087259 2557 58 0.0101567607088467 467.889833333332 23 0.000744647752784252 1617.11016666667 48 0.102600641254008 467.833333333332 15 0.00927548180974954 1617.16666666667 0.0146010212003275 -0.268965517241379
2R Tsf3 FBgn0034094 FBtr0087130 2377 131 0.0468404043985609 506.363853333331 44 0.00174842982489319 1635.63614666667 33 0.0652388797364088 505.833333333332 10 0.00672611464968151 1635.41666666667 0.0574795104178037 -0.108396946564886
2R CG7997 FBgn0034117 FBtr0087171 1680 73 0.0388237680964042 288.113049666667 33 0.00163983499816204 962.886950333332 20 0.0690647482014389 289.583333333333 6 0.00624079050013003 961.416666666665 0.0423467547085153 -0.506849315068493
2R CG6426 FBgn0034162 FBtr0087042 713 12 0.0143917656175309 112.502293 5 0.000199108141552168 370.497707 5 0.0445765230312036 112.166666666667 3 0.00808988764044943 370.833333333334 0.139960134257858 0.305555555555555
2R Dcr-2 FBgn0034246 FBtr0086904 5684 85 0.00615196167144396 1177.357373 55 0.00109745723864361 3988.64262699997 128 0.111844660194175 1180.20833333333 238 0.0609722948248829 3985.41666666664 0.201428764654785 0.652001977261493
2R P32 FBgn0034259 FBtr0086892 1154 27 0.0170265043628989 179.226166666667 9 0.000221673421824288 609.773833333333 19 0.111783884489986 178.916666666667 4 0.00655648135500615 610.083333333333 0.0425516012947994 -0.583333333333333
2R IM23 FBgn0034328 FBtr0086729 468 17 0.0392938698550325 97.7347381666666 29 0.00595126824035908 253.265261833333 6 0.0620689655172414 96.6666666666666 5 0.0196592398427261 254.333333333333 0.109010254576678 -1.04705882352941
2R IM1 FBgn0034329 FBtr0086662 361 6 0.0399064353679782 35.0481666666667 2 0.000200166305910465 99.9518333333333 3 0.0861244019138756 34.8333333333333 1 0.00998336106489185 100.166666666667 0.0988858827571028 0
2R CG18107 FBgn0034330 FBtr0086663 281 7 0.0536772366010468 34.5961666666667 6 0.00763365822238615 100.388833333333 2 0.0579710144927536 34.5 2 0.0199004975124378 100.5 0.131048186280159 0.142857142857143
2R DptB FBgn0034407 FBtr0086621 449 18 0.0185519462292335 90.7870183333333 10 0.00533443429537253 269.212981666667 9 0.0992191088654111 90.7083333333333 4 0.0148537830728764 269.291666666667 -0.0931122660754762 -0.25
2R CG10073 FBgn0034440 FBtr0310321 2747 146 0.0385476080008848 646.990983333335 53 0.0020722179147977 1995.99401666667 54 0.0850132028080116 646.958333333335 37 0.0190412560547853 1995.66666666667 0.131978239098492 0.470196223620881
2R CG16898 FBgn0034480 FBtr0086325 1325 25 0.0125677135096798 268.76383 26 0.00185278479699499 952.236169999998 44 0.166486819793433 270.291666666667 32 0.0357910434668188 949.958333333331 0.0484572752130761 -0.43
2R CG11200 FBgn0034500 FBtr0086299 1688 71 0.0412937884741786 261.615074666667 19 0.000449173449205913 803.384925333332 16 0.0611464968152865 261.666666666667 1 0.0012448132780083 803.333333333332 0.00919124978623527 -3.28169014084507
2R CG13422 FBgn0034511 FBtr0086214 515 19 0.0280772317608688 110.582316666667 33 0.00328120315198775 345.417683333333 13 0.127176381529145 110.083333333333 5 0.0144543483497952 345.916666666667 -0.00257884152833372 -3.51578947368421
2R CG18067 FBgn0034512 FBtr0086216 808 26 0.030831899591053 171.440833333334 24 0.00285671845567628 563.544166666667 14 0.0821515892420537 170.416666666667 10 0.0177121771217712 564.583333333334 0.0925656663097255 -0.292307692307692
2R DMAP1 FBgn0034537 FBtr0086232 1584 71 0.0301127710621149 297.768666666667 9 0.00015688462751274 1001.23133333333 26 0.0872483221476509 298 4 0.00399600399600401 1001 0.0386116467664274 0.176056338028169
2R CG16799 FBgn0034538 FBtr0086249 720 27 0.0415400224597798 115.058654213333 12 0.00190097696292521 421.941345786667 9 0.0770328102710414 116.833333333333 5 0.0119000396667989 420.166666666667 0.0900492962731147 0.2
2R pirk FBgn0034647 FBtr0071682 1301 31 0.0401635543124791 138.289131166667 25 0.00428557488709785 452.710868833334 8 0.0575539568345324 139 9 0.0221238938053097 452 0.18125152772416 0.283154121863799
2R Swim FBgn0034709 FBtr0071784 2049 60 0.0216811606676224 305.177833333333 11 0.000668298222756662 987.822166666665 22 0.0718171926006529 306.333333333333 11 0.0111486486486487 986.666666666665 0.104474160383556 0.633333333333333
2R CG4269 FBgn0034741 FBtr0071854 539 9 0.0147461267841486 69.8266666666667 8 0.00265689677442811 236.173333333333 5 0.0719424460431654 69.5 1 0.00422832980972516 236.5 -0.0971575059205131 -3.44444444444444
2R CG4250 FBgn0034761 FBtr0309802 655 13 0.0176638558311123 92.6552126666667 12 0.00331561645652276 309.344787333333 5 0.0652173913043478 92 11 0.0354838709677419 310 0.194326703431984 0.58041958041958
2R Rrp4 FBgn0034879 FBtr0072111 1137 41 0.0283426712058152 223.8005 8 0.000169438207771632 670.1995 16 0.0715616846813268 223.583333333334 2 0.00298321939092604 670.416666666666 0.034076416945135 -0.560975609756098
2R CG11413 FBgn0035022 FBtr0072305 602 11 0.00870251222426273 109.0745 17 0.00364218853043351 317.0365 11 0.100533130236101 109.416666666667 1 0.00315872598052119 316.583333333333 -0.264578026108529 -16
2R CG2736 FBgn0035090 FBtr0072403 1726 10 0.00328423077633713 361.253833333333 6 0.000224433529859416 1159.74616666667 32 0.0913073553147338 361.416666666666 10 0.00948616600790515 1159.58333333333 0.030149320758427 -0.92
3L CG13905 FBgn0035176 FBtr0289973 913 46 0.0468260825493052 180.166642 52 0.00773548999247111 533.818358 11 0.0611677479147359 179.833333333333 13 0.0243369734789391 534.166666666667 0.142851824897337 0.0434782608695653
3L CG9153 FBgn0035207 FBtr0310555 3766 94 0.019230267706803 755.529000000003 14 0.000402572224919763 2430471 69 0.0944148936170209 752.000000000003 46 0.018898931799507 2434 0.146278945997927 0.776595744680851
3L CG12091 FBgn0035228 FBtr0072831 1824 29 0.0153492185063755 239.378666666667 6 0.000115751905080394 723.621333333333 5 0.0208478109798471 239.833333333334 2 0.00276561419681955 723.166666666666 0.109635636468965 0.482758620689655
3L CG16762 FBgn0035343 FBtr0072968 885 54 0.0401101446569437 199.438568333333 25 0.0027409343860748 562.558161666667 9 0.0453020134228188 198.666666666667 4 0.00710059171597633 563.333333333334 0.0715365529847202 -0.0416666666666667
3L Cyp4d20 FBgn0035344 FBtr0072967 1817 108 0.046633879018072 372.0913535 67 0.00361331561211498 1160.0146465 19 0.051006711409396 372.5 9 0.00777537796976243 1157.5 0.0603638173721653 -0.309670781893004
3L CG16985 FBgn0035355 FBtr0072929 641 19 0.0296032673923776 103.862166666667 5 0.000174605299650314 343.137833333334 11 0.105515587529976 104.25 2 0.00583515681983953 342.75 0.0465398009060194 -0.447368421052631
3L CG16986 FBgn0035356 FBtr0072930 769 27 0.0241001213410413 98.6997233333332 4 0.000215989875968134 330.300276666667 5 0.0506756756756757 98.6666666666666 5 0.0151362260343088 330.333333333333 0.221109646998571 0.851851851851852
3L Jon65Aiii FBgn0035665 FBtr0077041 875 26 0.0144507688923772 216.9983 12 0.00159547897543207 605.0017 6 0.0275492634398316 217.791666666667 28 0.0463992266795553 603.458333333334 0.528023299861681 0.901098901098901
3L PGRP-SD FBgn0035806 FBtr0076807 721 16 0.00938419869147149 131.428733333333 24 0.00351473900102404 426.556266666667 12 0.0918367346938776 130.666666666667 5 0.0117004680187207 427.333333333334 -0.159475446404917 -2.6
3L CG8492 FBgn0035813 FBtr0306682 4388 158 0.0200900274975071 1003.24354025834 221 0.0051445514123723 3076.72645974166 77 0.0778475485507545 1001.95833333334 57 0.0188523369042621 3076.54166666666 -0.00891194137939566 -0.889518099045081
3L ergic53 FBgn0035909 FBtr0076626 2463 59 0.0132990586024545 359.646333333333 23 0.000858240051599234 1176.35366666667 15 0.0445863570391873 358.854166666666 6 0.00509707449161992 1177.14583333333 0.0419692934210765 0.0254237288135594
3L PGRP-LA FBgn0035975 FBtr0076435 1698 54 0.0239164592324383 267.749005875 35 0.00212500064786869 836.250993749999 19 0.0709617180205415 267.75 12 0.0143497757847534 836.249999999999 0.086603811046216 -0.0262345679012346
3L PGRP-LC FBgn0035976 FBtr0089492 2579 35 0.0143916221000482 370.953350833333 23 0.0017615746424626 1162.03164916667 7 0.0216045909755823 370.291666666666 9 0.00774054828883713 1162.70833333333 0.154721921756777 0.488888888888889
3L CG4080 FBgn0035983 FBtr0076494 2771 86 0.0287036631107428 435.675441666666 28 0.000586397890248404 1415.32455833334 20 0.0459066564651876 435.666666666666 4 0.00282618935468676 1415.33333333334 0.0379731506824097 -0.627906976744186
3L Tsf2 FBgn0036299 FBtr0075966 2884 142 0.032700193421775 575.005909999999 44 0.00131015732361662 1881.99409000001 45 0.0785683107813183 572.749999999999 4 0.00212286055459731 1884.25000000001 -0.0122138501869741 -2.48591549295775
3L CG6888 FBgn0036490 FBtr0075644 743 29 0.0224563593072592 136.009833333333 1 2.21308476812325e-05 451.990166666667 6 0.0441717791411043 135.833333333333 1 0.00221157390342794 452.166666666667 0.0466958025416299 0.793103448275862
3L PDCD-5 FBgn0036580 FBtr0075483 650 11 0.0266007269913205 80389 1 3.13936694622993e-05 318611 12 0.149222797927461 80.4166666666667 2 0.00627779230970442 318.583333333333 0.0391927117874893 0.454545454545454
3L CG18135 FBgn0036837 FBtr0075045 3142 35 0.00760558128675178 561.802999999999 30 0.000455642374361321 1748.08600000001 34 0.0605161673094038 561.833333333332 4 0.00228811135475259 1748.16666666667 -0.0200903187456049 -6.28571428571429
3L CG5618 FBgn0036975 FBtr0078179 1938 15 0.00469475353410336 354.955833333333 18 0.00156300819743833 1175.04416666667 40 0.112175741995794 356.583333333333 9 0.00766990980754209 1173.41666666667 -0.18577289473435 -4.33333333333333
3L Toll-9 FBgn0036978 FBtr0078240 3490 19 0.00298793294665774 619.616666666667 23 0.00116382515368077 2080.38333333334 73 0.119555705149781 618.958333333333 35 0.0168185003503854 2081.04166666667 -0.156994930645006 -1.52481203007519
3L Est-Q FBgn0037090 FBtr0078354 1827 11 0.00262822059876409 410.213043333332 9 0.000850794514813944 1266.77408666667 38 0.0931562819203271 407.916666666665 22 0.0181233173550463 1269.08333333333 -0.0816875014731902 -0.413223140495868
3L CG11306 FBgn0037108 FBtr0078422 1563 10 0.00290153301963558 328.792666666667 11 0.00133824556303522 1096.20733333333 44 0.133468149646107 329.666666666667 9 0.00821667681071212 1095.33333333333 -0.257647798909772 -4.37777777777778
3L CG7158 FBgn0037116 FBtr0078462 5063 32 0.00352653661556052 1063.65483333334 35 0.000616915721054778 3394.34516666664 121 0.114455476506918 1065.91666666667 37 0.0112025549686771 3392.08333333331 -0.0597381749669335 -2.57685810810811
3L slif FBgn0037203 FBtr0078555 2744 7 0.000498921303649816 452.154666666666 18 0.00217547419034805 1359.84533333334 43 0.0974169741697419 451.666666666666 11 0.00808625336927223 1360.33333333334 -0.736800598210871 -9.05194805194805
3R CG2051 FBgn0037376 FBtr0078669 1518 5 0.00185432805223823 271219 7 0.000578256558662964 943.780999999998 21 0.0888066604995374 270.25 11 0.013771186440678 943.999999999998 -0.103461747364875 -1.67272727272727
3R CG11459 FBgn0037396 FBtr0078623 1123 3 0.00081392985758602 245.501812541667 5 0.00016039262403239 762.498187458332 38 0.163766632548618 244.25 27 0.0366612111292963 763.749999999999 0.0182951129542482 -1.34567901234568
3R Sp7 FBgn0037515 FBtr0081740 1851 15 0.00677190009576502 288.06 5 0.000617812206525362 884.939999999999 27 0.0941997383340602 286625 16 0.0180510506275561 886.374999999999 0.0772056459119114 0.4375
3R CG9636 FBgn0037556 FBtr0081806 2815 8 0.00317223325300896 198.698333333334 3 8.90652207042421e-05 713.301666666666 21 0.105704697986577 198.666666666667 3 0.00420560747663552 713.333333333332 0.0109542536451572 -1625
3R CG16749 FBgn0037678 FBtr0082057 873 10 0.00585513044894009 194663 4 0.000781252462130917 600337 29 0.148590947907771 195.166666666667 9 0.0166712975826618 599.833333333334 -0.0168447965265479 -0.288888888888889
3R Fst FBgn0037724 FBtr0082101 1177 32 0.0146054222562101 198.817235 43 0.004162221136911 659.005615 19 0.0950792326939114 199.833333333334 17 0.0258293238794632 658.166666666666 -0.00814950883483564 -0.501838235294118
3R CG3940 FBgn0037788 FBtr0082179 1410 12 0.00881075567200868 211.840640666667 18 0.000987690410375537 700.129659333333 15 0.0708661417322834 211.666666666667 6 0.00856734888148502 700.333333333332 0.00705490730772897 -2.75
3R CG14688 FBgn0037819 FBtr0113215 1165 42 0.0296217519083579 192.706656666667 15 0.00096570660991385 671.293343333333 15 0.0777202072538859 193 1 0.0014903129657228 671 -0.0127573956499073 -4.35714285714286
3R PGRP-LB FBgn0037906 FBtr0306097 926 12 0.00426956974314833 185.410166666667 15 0.00271259168472005 579.589833333334 16 0.0860215053763441 186 9 0.0155440414507772 579 -0.235458714334595 -1.22222222222222
3R CG17738 FBgn0038009 FBtr0082565 411 13 0.0141375653210987 87.6796666666666 6 0.000474350203601921 242.320333333333 5 0.056232427366448 88.9166666666666 5 0.0207397165572071 241.083333333333 0.23698119875978 0.538461538461538
3R CG9925 FBgn0038191 FBtr0082876 3193 56 0.00947307916555794 623.081475639167 84 0.00361071019784797 2052.90352436084 69 0.121693298195283 624.520833333334 142 0.0697951090548576 2048.85416666667 0.0885191558220666 0.27112676056338
3R CG9616 FBgn0038214 FBtr0300059 550 15 0.0119963815822504 107.809858333333 15 0.00178230771737393 357.175216666667 15 0.139968895800933 107.166666666667 29 0.0838379133674895 357.833333333334 0.24524698948522 0.482758620689655
3R CG3505 FBgn0038250 FBtr0082966 1185 32 0.0234511228345785 265.634392666667 23 0.00163969727819615 814.365607333332 20 0.0788732394366196 266.25 11 0.0135176651305684 813.749999999999 0.0809589936166925 -0.306818181818182
3R Rrp6 FBgn0038269 FBtr0113235 2988 60 0.00963501816204475 620.211053333335 43 0.00120222720142796 2079.78894666668 73 0.117884537747275 619.250000000001 36 0.0177820497416796 2080.75000000001 0.0201369373235982 -0.453240740740741
3R AttD FBgn0038530 FBtr0083470 742 20 0.0232147003853077 138.5164665 26 0.00385680295819482 404.4355335 12 0.0947752126366951 137.166666666667 7 0.0197125256673511 405.833333333334 0.0297129728896728 -1.22857142857143
3R CG4572 FBgn0038738 FBtr0083860 1793 27 0.00868227959830106 339.289833333333 11 0.000658499803975315 1106.71016666666 48 0.144064682102168 340125 14 0.0135639199728722 1105875 0.0155525571204206 -0.396825396825397
3R CG17271 FBgn0038829 FBtr0083993 1550 28 0.0208863842675785 172.331258333333 11 0.00187860297790652 670.668741666666 11 0.0635838150289016 173 2 0.00298507462686567 669.999999999999 -0.0376797045089316 -1.16071428571429
3R TotB FBgn0038838 FBtr0083973 526 15 0.0178576131316689 96.9967125 21 0.00460580481469752 316.7774925 6 0.0622299049265342 96.4166666666666 10 0.0314877984780897 317.583333333333 0.130949798902549 0.16
3R CG10824 FBgn0038865 FBtr0084028 1855 97 0.0284707210847459 403.991060499999 63 0.00578951694646441 1257.9939395 30 0.0741962077493819 404.333333333332 17 0.0135170951497482 1257.66666666667 -0.014881060252744 -0.146149181322013
3R fit FBgn0038914 FBtr0084153 531 21 0.0349953623865505 79.0076666666667 13 0.00662127373959873 283.992333333333 7 0.088235294117647 79.3333333333334 5 0.0176263219741481 283.666666666667 0.00740181971433654 0.133333333333333
3R CG7045 FBgn0038978 FBtr0084258 553 4 0.00107443388108573 75.3198333333334 3 0.000747273094143437 302.680166666667 7 0.105552501374381 75.7916666666667 22 0.0727974631187095 302.208333333333 -0.00203287371777433 0.761363636363636
3R Takl2 FBgn0039015 FBtr0302204 928 39 0.0278662941182594 195.108049333333 21 0.00107324122455636 647.891950666667 20 0.107946026986507 194.541666666667 17 0.0262160251879458 648.458333333333 0.158320025018417 0.366515837104072
3R CG4725 FBgn0039022 FBtr0084319 2267 108 0.0345981113059863 515.135779333331 67 0.00193562190340302 1707.86422066667 42 0.0814216478190634 515.833333333331 6 0.00351459533339841 1707.16666666667 -0.0116025533178726 -3.34259259259259
3R CG4723 FBgn0039023 FBtr0084318 2272 106 0.0291185520385306 502.762741509665 81 0.00537165250104493 1585.23725849034 31 0.0618762475049902 500.999999999998 9 0.00567107750472588 1587 -0.0717871926432359 -1.63207547169811
3R CG10208 FBgn0039118 FBtr0084461 1064 42 0.0324675691136507 202.309644565834 25 0.00254168825765782 625.690353619167 6 0.0295809367296631 202.833333333334 2 0.00319914689416156 625.166666666667 0.0249937641934745 -0.785714285714286
3R Dis3 FBgn0039183 FBtr0084605 3588 128 0.024050273995005 697.998170000003 48 0.0013806727989075 2248.00183 58 0.083303411131059 696.250000000002 25 0.0111123458162018 2249.75 0.0634048324900025 0.13
3R to FBgn0039298 FBtr0084810 1038 36 0.0197136511206604 174.311175666667 20 0.00176231874954134 572.655824333334 19 0.109615384615385 173.333333333334 2 0.00348634514816967 573.666666666667 -0.0512351693884852 -4.27777777777778
3R CHKov2 FBgn0039328 FBtr0084849 1450 36 0.0192108357154001 268.429632000001 41 0.00182702627071595 958.540367999998 31 0.1198127925117 267.083333333334 12 0.0125010851636427 959.916666666665 0.00763585481994647 -1.94212962962963
3R Vps33B FBgn0039335 FBtr0084835 2091 87 0.0268906384443029 453.146357666665 61 0.00330457182153175 1466.85364233334 47 0.103372434017596 454.666666666665 13 0.00887170154686077 1465.33333333334 -0.0304009328214146 -1.53492484526967
3R grass FBgn0039494 FBtr0085112 1317 64 0.0385052177386306 269.018333333334 19 0.000528366238730197 861.981666666665 21 0.0818858560794044 268.666666666667 2 0.00347893312717434 862.333333333332 0.0272175289198787 -2.1171875
3R Cyp6a18 FBgn0039519 FBtr0085183 1730 98 0.0312514215277218 356.154095166667 65 0.00482518125188527 1164.84590483333 36 0.101313320825516 355.333333333333 10 0.00857878181298257 1165.66666666666 -0.0556827168866379 -1.38775510204082
3R CG5527 FBgn0039564 FBtr0085255 2346 105 0.0264856875592959 497.726288333332 45 0.00293090242183238 1653.27371166667 54 0.109981669721713 500.083333333332 45 0.0284690323557619 1650.91666666667 0.105991434571145 0.485714285714286
3R CG9989 FBgn0039593 FBtr0085307 1214 49 0.0232444956967164 263.759676666667 46 0.00237111961234702 846.207323333333 23 0.0917051424932334 261.708333333334 28 0.0341863549290241 848.291666666666 0.178988723577736 0.228862973760933
3R CG14529 FBgn0039609 FBtr0085328 2127 79 0.0179378011078631 477.341062166665 67 0.00164256899067389 1565.65893783334 43 0.0921546382755916 477.458333333332 23 0.014691400739893 1565.54166666667 0.0536121017839926 -0.585580627407815
3R CG11842 FBgn0039629 FBtr0085362 1118 44 0.0315682998179346 226.4694875 35 0.00287544724886622 730.5305125 19 0.0834248079034028 227.75 13 0.0191978059650326 729.25 0.103589469610933 -0.162587412587412
3R Vps16B FBgn0039702 FBtr0085533 1531 60 0.0276158999370086 316.621120833333 36 0.00254778374775784 1024.37871416666 29 0.0950118764845606 315.75 2 0.00195074372104365 1025.25 -0.0643467591717692 -7.7
3R Npc2h FBgn0039801 FBtr0085722 812 38 0.0366166556092254 112.932479166667 15 0.000961293937079316 358.067520833333 7 0.061493411420205 113.833333333333 1 0.00279981334577695 357.166666666667 0.0179662341570175 -1.76315789473684
2L lectin-33A FBgn0040096 FBtr0113317 612 13 0.0272145306426676 124.30512 28 0.00283359997128798 406.64988 7 0.0647773279352227 123.5 7 0.0171779141104294 407.5 0.115299125234905 -1.15384615384615
2L lectin-24A FBgn0040104 FBtr0077539 974 11 0.00626469834561843 187.015562968 44 0.00984769497393274 656.883372032 18 0.106904231625835 187.083333333333 58 0.0882241095195842 657.416666666667 -0.159053843537279 -0.241379310344828
2L Ugt36Bc FBgn0040260 FBtr0080911 1934 72 0.036391770974464 362.790348666666 44 0.00247549792546495 1266.20965133333 36 0.0992647058823531 362.666666666666 11 0.00868649644643327 1266.33333333333 0.0167758105082098 -1
X Scamp FBgn0040285 FBtr0074079 2391 37 0.0141734801069817 243.889675 8 0.000101918555116471 785.110249999999 14 0.0575145498117082 243.416666666667 3 0.00381881828789647 785.583333333333 0.0551238521443406 -0.00900900900900914
3L GNBP3 FBgn0040321 FBtr0076510 1531 65 0.0237586508242875 347.504050833333 47 0.00201504917833215 1122.49594916667 20 0.0636911942098915 345.416666666666 11 0.00978140051871065 1124.58333333333 0.0549475392345927 -0.314685314685315
3L GNBP2 FBgn0040322 FBtr0075094 1501 44 0.020084299616924 304.7365 22 0.00135186857623688 1078.2635 33 0.108344733242134 304.583333333333 11 0.0102001390928058 1078.41666666666 0.0229796979546994 -0.5
3L GNBP1 FBgn0040323 FBtr0075050 1785 40 0.0152948432038931 352.240532499999 31 0.00174384398978753 1123.7594675 41 0.116106194690266 353.124999999999 9 0.00890571078704219 1122875 -0.0311072460958987 -2.53055555555556
X TRAM FBgn0040340 FBtr0070167 2100 43 0.0195192460674809 272.6455 5 0.00021960169741692 831.354499999999 15 0.055045871559633 272.5 1 0.00120264582080577 831.499999999999 0.0102555782566335 -0.744186046511628
X CG32795 FBgn0040384 FBtr0070491 1845 43 0.0149301308473759 265.763333333334 6 0.00011334038805849 895.236666666665 17 0.0639298025697273 265.916666666667 3 0.00335164323619775 895.083333333332 0.0422810765676566 0.209302325581395
X CG14629 FBgn0040398 FBtr0070179 1107 19 0.00227473218016415 233.125036666667 15 0.00182315552813021 723.874963333333 19 0.0813124108416547 233.666666666667 7 0.00967741935483871 723.333333333333 -0.338544136411697 -1.14285714285714
2R CG7763 FBgn0040503 FBtr0088135 767 16 0.0123672286649259 119.985105333333 28 0.00559568804900328 440.999894666667 8 0.0661612680909718 120.916666666667 15 0.0340844537019504 440.083333333334 0.0284957280466959 0.0666666666666667
3R CG5791 FBgn0040582 FBtr0084180 399 13 0.0324117650811851 78.2903608333333 13 0.00461809107468121 215.709639166667 4 0.051009564293305 78.4166666666667 2 0.00927715500579822 215.583333333333 0.0291712532930234 -1
2R CG16926 FBgn0040732 FBtr0086499 884 17 0.0183902186524342 87.3805 18 0.00330838642183622 293.6195 5 0.0578034682080925 86.5 4 0.0135823429541596 294.5 0.0377966984343356 -0.323529411764706
2R CG15065 FBgn0040734 FBtr0086667 218 7 0.023360198873736 29.0256666666667 4 0.00167325025102637 90.9743333333333 0 0 27.9166666666667 2 0.0217194570135747 92.0833333333333 0.933159420314509 1
X CG9034 FBgn0040931 FBtr0071343 386 4 0.00115693057495185 61.6666666666667 0 0 169.333333333333 3 0.0487144790257104 61.5833333333334 1 0.0059026069847516 169.416666666667 0.10807253582919 1
2R key FBgn0041205 FBtr0305672 1421 5 0.000594527025879346 258.343816625 17 0.000312963862138412 908.641183374998 29 0.112294288480155 258.250000000001 38 0.0418156808803302 908.749999999998 -0.0735305852308077 -1.59473684210526
3R yellow-f FBgn0041710 FBtr0082723 1439 38 0.011836186164049 298.957833333334 37 0.00323420799773448 988.042166666665 40 0.13215859030837 302.666666666667 25 0.0274297324754488 984.333333333331 -0.0427286618801926 -0.557894736842105
3L HBS1 FBgn0042712 FBtr0072866 2259 119 0.0292043619294701 483.082239166665 31 0.000616379993203905 1526.91776083334 36 0.0764068146618484 484.249999999999 4 0.00262166147796166 1525.75 0.0125041250110139 -1.34453781512605
3L PGRP-SB2 FBgn0043577 FBtr0075320 688 1 0.000933809364057261 136.454666666667 0 0 409.545333333334 0 0 135.25 2 0.00486914181375532 410.75 1 1
3L PGRP-SB1 FBgn0043578 FBtr0075348 623 25 0.0234428354301495 134.393113333333 12 0.00170508327303277 435.606886666667 11 0.0819366852886407 134.25 4 0.00917957544463568 435.75 0.0329435810303327 -0.32
2L vir-1 FBgn0043841 FBtr0080389 1849 68 0.0324985979021154 275.843118333334 59 0.0051615589610361 1017.15688166666 17 0.0612244897959182 277.666666666668 10 0.00984898227183194 1015.33333333333 0.00151843487765385 -475
3R TotX FBgn0044810 FBtr0083985 602 15 0.0209556637709515 98.8430995633333 31 0.00956216588433255 327.027936436667 5 0.0498753117206983 100.25 12 0.0397249809014515 327.25 0.130027244714068 0.138888888888889
2L TotF FBgn0044811 FBtr0081310 506 14 0.0316153883768978 96.9505503333333 25 0.017205754198355 277.995449666667 7 0.0736842105263158 94.9999999999999 9 0.0321428571428572 280 -0.0486942249077529 -0.388888888888889
3R TotC FBgn0044812 FBtr0083972 530 11 0.0124509551295932 96.9156666666667 6 0.000329662679899079 290.084333333333 11 0.11448395490026 96.0833333333333 12 0.0481237467774277 290.916666666667 0.270156029474739 0.5
2L Gr28b FBgn0045495 FBtr0079460 1595 75 0.0394128864352617 333.233990666666 19 0.00192903365429534 1076.76600933333 28 0.0840630472854642 333.083333333333 3 0.00278573086744564 1076.91666666667 -0.0145848272693848 -1.36444444444444
3R CHKov1 FBgn0045761 FBtr0113352 1463 35 0.0189917826564523 274.889833333334 35 0.00312199413194128 955.080166666665 32 0.116328385337776 275.083333333334 16 0.0178026005759665 954.916666666664 -0.00845320614172448 -1
2R CG6429 FBgn0046999 FBtr0087044 672 22 0.0461876117385461 101.282858333333 23 0.00604964685536024 375.702141666667 14 0.147783251231527 101.5 4 0.0106524633821571 375.5 -0.0485757154367899 -2.65909090909091
2R CG30026 FBgn0050026 FBtr0300922 821 33 0.0339312295977694 182.45443088 53 0.0100781925732972 501.53688112 13 0.0710868079289131 182875 20 0.0399102020453978 501125 0.130560262411139 -0.0439393939393937
3R CG31075 FBgn0051075 FBtr0307506 1764 88 0.0374285016748769 356.774774666666 30 0.00149939756568883 1167.18022533333 26 0.0727442294241083 357.416666666666 4 0.00342881634402457 1166.58333333333 0.00649621264838757 -1.21590909090909
3R CG31104 FBgn0051104 FBtr0084825 1382 37 0.0139537555064872 273.063203333334 36 0.00284541850994104 986.921796666664 21 0.0808947449057759 271.958333333334 18 0.0182178551849197 988.041666666664 0.0144312017611699 -0.135135135135135
3R modSP FBgn0051217 FBtr0083353 2289 41 0.00652082292392042 442.434008333332 17 0.000471798259684161 1441.56599166667 21 0.0475740985463471 441.416666666665 18 0.0138640170989544 1442.58333333334 0.158187367317943 0.516260162601626
3L CG32023 FBgn0052023 FBtr0076588 525 15 0.0172583638879695 107.185597333333 14 0.00542095714386304 372.814402666667 14 0.129280492497114 108.291666666667 15 0.0403542203788812 371.708333333334 -0.00113749987615236 0.128888888888889
3L CG32103 FBgn0052103 FBtr0075982 2622 69 0.01663889673517 413.651999999999 14 0.000655806352860326 1335348 19 0.0458383594692401 414.499999999999 2 0.00149868864743349 1334.5 -0.00625954035576901 -0.927536231884058
3L NUCB1 FBgn0052190 FBtr0075171 2203 28 0.00925907411479184 355.188204333332 15 0.000300846031376227 1351.81179566667 40 0.112517580872012 355.499999999999 10 0.00739918608953013 1351.5 0.0302331685873272 -1.14285714285714
3L CG32284 FBgn0052284 FBtr0073037 457 3 0.00844657843653368 69.3165426666667 14 0.00931169196115651 236.683457333333 4 0.0748129675810474 66.8333333333333 11 0.045993031358885 239.166666666667 -0.14363993766172 -0.696969696969697
