chromosome geneName geneId transId transLenTrue Ps piS Ss_p Pn piN Sn_p Ds kS Ss_d Dn kN Sn_d DoS alphaMK
2R blow FBgn0004133 FBtr0088952 2632 36 0.00802441711140512 470.282468333331 43 0.00176172316496621 1461.70253166667 52 0.110638297872341 469.999999999998 9 0.00615595075239396 1462 -0.127314614538106 -5.90123456790124
X nullo FBgn0004143 FBtr0299565 846 38 0.0248789512449583 156.615854166667 18 0.00429819682884025 482.384145833334 15 0.095389507154213 157.25 3 0.00622729631551634 481.750000000001 -0.0860316581460058 -1.36842105263158
3L kst FBgn0004167 FBtr0300017 13523 532 0.022354533355178 2909.01859433337 126 0.000333192884084051 10101.9814056667 205 0.070396337101158 2912.08333333337 19 0.00188138991806052 10098.9166666666 0.0113439681807062 -1.55540166204986
X sc FBgn0004170 FBtr0070073 1438 14 0.00472261292685698 242.191000000001 12 0.00112688619300421 792.808999999999 21 0.0874392782789727 240.166666666667 9 0.0113231285384777 794.833333333332 -0.0779964246696798 -1
3R Mst98Cb FBgn0004171 FBtr0085278 1066 42 0.029362196748042 201.630333333333 4 0.00012348979518332 593.369666666667 4 0.0198183319570603 201.833333333333 1 0.00168586681652149 593.166666666667 0.0742089729212914 0.619047619047619
X ct FBgn0004198 FBtr0114613 11062 185 0.0107763415292285 1621.10802699998 95 0.000961248615601679 5527.87697300002 112 0.070197044334976 1623.99999999999 74 0.014493410027628 5519.75000000002 0.0892390401713237 0.222790357925493
3R Hrb87F FBgn0004237 FBtr0082851 2281 22 0.00610745420882316 272994 3 0.0003667143076816 882.005999999999 30 0.10989010989011 273 2 0.00226757369614513 881.999999999999 -0.036424958659326 -1.04545454545455
3R T48 FBgn0004359 FBtr0085065 2443 72 0.028220080698042 312.851833333333 15 0.000850831586267874 944.148166666664 19 0.0607352157698456 312.833333333333 2 0.0031774051191527 944.166666666664 0.0204473766360517 -0.979166666666667
X Ptp4E FBgn0004368 FBtr0070724 6568 311 0.0328690720731568 1269.639497225 112 0.00122861858212467 4031.36050277496 92 0.0732860520094565 1269 17 0.00421783897779436 4030.49999999996 0.0183886858199718 -0.948931341025156
3L aly FBgn0004372 FBtr0073006 2267 93 0.0304140780907132 385.773553333332 36 0.00172669231565668 1318.22644666667 28 0.0756933115823819 383.124999999999 40 0.0302829563736159 1320875 0.232029439738922 0.729032258064516
3L fwd FBgn0004373 FBtr0072515 5586 63 0.00485703276778745 1189.69467316667 57 0.00108578153921634 3832.3053268333 84 0.0706500788505343 1188.95833333334 26 0.00678312480297419 3833.04166666664 -0.0951052491570215 -1.92307692307692
3L Klp64D FBgn0004380 FBtr0077157 2529 127 0.0409659722444006 466.290896666665 15 0.000342366984189509 1564.70910333334 30 0.0663101604278078 467.499999999998 3 0.00255836264790533 1563.5 0.0288604206536559 -0.181102362204724
3R Klp98A FBgn0004387 FBtr0085211 5530 169 0.0235078593437405 886.957466666672 48 0.00059391704113009 2908.04253333332 57 0.0641771439294423 888.166666666672 8 0.00275213577203143 2906.83333333332 0.0164780123480592 -1.02366863905325
3R bnk FBgn0004389 FBtr0085754 1028 31 0.0194667684993404 211.896006 25 0.00209473972838055 697.103994 12 0.0566037735849056 212 5 0.00717360114777618 697 0.0153269593463171 -0.935483870967742
2L pdm2 FBgn0004394 FBtr0080392 3627 158 0.0268629408506931 631.025637916667 87 0.00182711678661271 2047.95936208334 22 0.0347642875954701 632.833333333334 18 0.0087969373625478 2046.16666666668 0.138259546942748 0.327004219409283
2R rhi FBgn0004400 FBtr0086897 1570 23 0.00937664654584142 279.8092045 66 0.00485542533457615 974.190795499998 39 0.142666072224699 280375 99 0.105953452488106 972.124999999999 0.0850062408290878 -0.130434782608696
3R Fur1 FBgn0004509 FBtr0089983 5043 143 0.0149299991654377 882.411556666674 53 0.00129882606379846 2924.58844333332 55 0.0622406639004145 883.666666666673 14 0.00478905359179022 2923.33333333332 -0.00858532254781746 -0.456043956043956
3L Mdr65 FBgn0004513 FBtr0077011 4135 192 0.0325808932966012 950.482430000003 51 0.000957107888669109 2955.51756999999 99 0.104256252742431 949.583333333336 4 0.00135298926064775 2956.41666666666 -0.0157267351782665 -5.57421875
3L aos FBgn0004569 FBtr0075408 2822 41 0.0171899952367467 315.914005666667 25 0.00087689330467546 1016.08599433333 31 0.0976890756302521 317.333333333333 6 0.0059132720105125 1014.66666666666 0.00854068805286088 -2.15040650406504
3R Pxd FBgn0004577 FBtr0089287 2558 91 0.025264040592414 511.397833333331 23 0.000444584135458627 1558.60216666667 52 0.101645219091058 511.583333333331 5 0.00320838457836478 1558.41666666667 0.013305515740335 -1.62857142857143
2R bgcn FBgn0004581 FBtr0072232 4159 166 0.0257114213956669 856.140876666671 40 0.000907037487614591 2788.85912333333 74 0.0865328396024163 855.16666666667 43 0.0154131071151204 2789.83333333333 0.11711350629493 0.585318016251051
2L ex FBgn0004583 FBtr0078059 6672 90 0.00901091848669571 1085.5631375 52 0.000707952986655338 3195.43686249998 83 0.0765918179021838 1083.66666666667 13 0.00406588824020019 3197.33333333332 -0.0224339540348014 -2.68888888888889
3L Eig71Ea FBgn0004588 FBtr0075587 412 18 0.0308020510543747 68.064846 19 0.0048823223013317 231.902154 3 0.0442532267977873 67.7916666666667 5 0.0215323883007357 232.208333333333 0.190491881989196 0.366666666666667
3L Eig71Ec FBgn0004590 FBtr0075586 639 12 0.0045797127413541 143.846105 16 0.0020927537999667 375.153895 8 0.0556199304750869 143.833333333333 16 0.0426477121279431 375.166666666667 0.120355265065079 0.333333333333333
X Fur2 FBgn0004598 FBtr0074261 5559 194 0.0163706555643786 1190.5877375 72 0.000681901469666498 3855.41226249997 41 0.0361218060903044 1190.41666666667 26 0.00674346726608603 3855.5833333333 0.117329500583008 0.414750198255353
2L GluRIIA FBgn0004620 FBtr0079106 3253 179 0.0445096987394187 606.457614666667 27 0.000457435248289029 2114.54238533334 43 0.0709668546279742 605.916666666666 5 0.00236397305070721 2115.08333333334 0.0220644402243573 -0.297206703910615
3L rho FBgn0004635 FBtr0072694 2531 59 0.0331894457121848 262.88283 27 0.0017859931435671 802.117169999999 17 0.0644957319000948 263.583333333334 6 0.00873453259852346 801.416666666666 0.0682106920008045 -0.296610169491525
X svr FBgn0004648 FBtr0070087 5828 37 0.0025449981350374 1015.55750616667 27 0.000337685353865898 3301.44249383332 105 0.103431292070267 1015.16666666667 26 0.00787441320478526 3301.83333333332 -0.0463968909399998 -1.94698544698545
3R fru FBgn0004652 FBtr0083644 6960 8 0.00228013253059309 508.158666666665 3 2.31324932602122e-05 1555.84133333334 6 0.0118032786885246 508.333333333331 1 0.000642811227769444 1555.66666666667 0.0416042960557446 -1.25
3R sim FBgn0004666 FBtr0082710 2825 81 0.0134037309085586 498.327900999998 19 0.000603282601446357 1565.67209900001 22 0.0441619270659085 498.166666666664 2 0.00127727514635444 1565.83333333334 -0.0149604961745524 -1.58024691358025
3R Ccp84Ag FBgn0004777 FBtr0081689 1097 7 0.00111601508092001 164611 11 0.00237920699134281 408389 11 0.0667340748230536 164.833333333333 3 0.00734993875051041 408.166666666667 -0.581491807732599 -4.76190476190476
3R Ccp84Af FBgn0004778 FBtr0081695 580 13 0.0163874254283828 116.982965 12 0.000727173010375748 336.017035 5 0.0512091038406828 117.166666666667 4 0.0119106699751861 335.833333333333 0.146211038795053 -0.153846153846154
3R Ccp84Ae FBgn0004779 FBtr0081694 754 11 0.0062482059511367 179.799166666667 10 0.00167351578854922 444.200833333333 17 0.0943570767807585 180.166666666667 5 0.0112654900488171 443.833333333333 -0.10459858914181 -2.09090909090909
3R Ccp84Ad FBgn0004780 FBtr0081690 725 29 0.0140215279314406 164.443225333333 19 0.00188209129222724 432.538774666667 10 0.0608519269776876 164.333333333333 2 0.00462249614791988 432.666666666667 -0.0477435550274606 -2.27586206896552
3R Ccp84Ac FBgn0004781 FBtr0081693 1060 10 0.00648696298028055 157993 7 0.00166777498957309 493.007000000001 23 0.144957983193277 158.666666666667 4 0.00812457684495598 492.333333333334 -0.151442902714001 -3025
3R Ccp84Ab FBgn0004782 FBtr0081692 834 5 0.00704531066740256 184.964666666667 3 0.000322670812488707 478.035333333333 10 0.054054054054054 185 3 0.00627615062761506 478 0.0602363392229488 -1
3R Ccp84Aa FBgn0004783 FBtr0081691 765 8 0.00543101273703812 169905 10 0.00345534130664819 445095 23 0.148625216745108 168.208333333333 48 0.109670801081787 446.791666666667 0.0357566829075636 0.401041666666667
2R inaC FBgn0004784 FBtr0087047 2351 128 0.043964180320969 460.765244999998 29 0.000920494804516716 1639.234755 37 0.0803474484256246 460.499999999999 7 0.00426959438853308 1639.5 0.0299498564729269 -0.197544642857143
2R retn FBgn0004795 FBtr0072073 4306 130 0.0281277007836556 646.597851666667 46 0.00121399213256879 2086.38722333335 31 0.0479566842851618 646.416666666667 5 0.00239626183154278 2086.58333333335 0.00621500306587226 -1.19384615384615
2L mdy FBgn0004797 FBtr0080918 2309 42 0.0108122112807999 430.041736666666 19 0.000835834298339778 1414.95826333334 47 0.111736178467507 429.583333333332 6 0.00494554018251398 1415.41666666667 -0.0293725954191635 -2.54365079365079
2L Hrb27C FBgn0004838 FBtr0079346 2993 24 0.00604168024019568 312.522333333333 1 1.26199822011828e-05 950.477666666666 15 0.0479744136460555 312.666666666667 3 0.00315678709224834 950.333333333332 0.0596544928575486 0.791666666666667
2R otk FBgn0004839 FBtr0088028 4671 170 0.041182555247958 742.488077333336 73 0.00195941100602082 2356.47892266667 68 0.0913262451035251 744.583333333336 6 0.00254840193961703 2354.41666666667 -0.0182708888494644 -3.86666666666667
3L Ac76E FBgn0004852 FBtr0304746 5320 46 0.00361188090371123 971.896803666672 37 0.000504511995821735 2964.10319633333 78 0.0801095515234505 973.666666666672 13 0.00438843254191517 2962.33333333333 -0.0706263199105172 -3.82608695652174
X Bx42 FBgn0004856 FBtr0071350 1955 78 0.0201835197857294 396.131999999999 8 8.17689447762761e-05 1244868 16 0.0402853545950484 397.166666666665 6 0.00482379740050918 1243.83333333333 0.102901187346457 0.726495726495727
2L elB FBgn0004858 FBtr0080637 3323 78 0.0186816895854512 426.197499999999 29 0.000715329917696751 1229.8025 20 0.0468384074941453 426.999999999999 2 0.0016273393002441 1229 -0.00330124041424283 -2.71794871794872
3R bap FBgn0004862 FBtr0084087 1449 73 0.0288756822388622 275.997355333333 35 0.00206625884882016 870.002644666666 19 0.0689863842662632 275.416666666667 5 0.00574327558150666 870.583333333332 0.0100754521005833 -0.821917808219178
3L bab1 FBgn0004870 FBtr0072642 5340 167 0.0299607377736641 727.245465000003 60 0.00113788286144453 2203.75453500001 50 0.0688310198462771 726.416666666669 9 0.0040851836441351 2203.08333333334 0.019436235377315 -0.996007984031936
3R cdi FBgn0004876 FBtr0083716 5665 169 0.0187329170414475 902.816208833338 56 0.00120998680443501 2736.18379116666 43 0.0475948900059952 903.458333333338 10 0.00365558314166909 2735.54166666666 0.0106552443546498 -0.424852071005917
3R cas FBgn0004878 FBtr0078725 3151 18 0.00214390901131354 537.476324333331 18 0.000466100409954596 1841.52367566667 55 0.103936277163406 538.791666666664 17 0.010324917921431 1840.20833333334 -0.0882194694884024 -2.23529411764706
3R tok FBgn0004885 FBtr0084689 5247 237 0.035214545190578 1016.98697600001 73 0.00150545128058053 3375.01302399998 89 0.0876919287297801 1014.91666666667 14 0.00414558914250465 3377.08333333331 0.00414234210024805 -0.958107293550332
3R tws FBgn0004889 FBtr0082186 2520 28 0.00581203218582178 337.591166666666 3 2.58813840298996e-05 1159.40883333333 12 0.0356259277585354 336.833333333333 1 0.00086194512282718 1160.16666666667 0.0191894558221931 -0.285714285714286
2L sob FBgn0004892 FBtr0077558 2611 73 0.0186237445840362 428.549139999999 47 0.00153532044040742 1305.45086 25 0.0583430571761962 428.499999999999 8 0.00612792033703561 1305.5 0.0188889853069371 -1.01198630136986
2L bowl FBgn0004893 FBtr0077490 3513 139 0.028369312548802 561.174346729165 54 0.00124680516871603 1670.82565327084 42 0.0747220163083768 562.083333333332 5 0.00299416138529866 1669.91666666667 -0.00357199867420523 -2.26330935251799
3L fd64A FBgn0004895 FBtr0073192 1372 65 0.0361295899845856 257.849095166667 51 0.00498612017195835 837.150904833332 22 0.0855476344782889 257.166666666667 9 0.0107419932365228 837.833333333332 -0.00971124404731118 -0.917948717948718
2R fd59A FBgn0004896 FBtr0071898 2228 83 0.0326959867041995 325.990693333333 40 0.00183310360562992 1042.00930666666 21 0.0644171779141105 325.999999999999 7 0.00671785028790789 1042 0.0413493333389822 -0.44578313253012
3R fd96Ca FBgn0004897 FBtr0084770 1702 63 0.0326223923963951 272.900666666667 19 0.00125760998877809 843.099333333332 11 0.0401704199634814 273.833333333334 4 0.00474965367108649 842.166666666666 0.0686161242409866 0.170634920634921
3R Prat FBgn0004901 FBtr0081764 2102 15 0.00484143207166893 401.579666666666 8 0.000136377193178066 1236.42033333333 43 0.109606103067103 401.437499999999 5 0.00404346727318676 1236.5625 0.00818134643482724 -3.58666666666667
3R Rb97D FBgn0004903 FBtr0085093 3101 41 0.00812996133541051 340.03358 20 0.00167495566254225 1072.96642 16 0.0473723168023687 337.75 20 0.0195439739413681 1074.5 0.121237875751928 0.609756097560976
3R Gnf1 FBgn0004913 FBtr0100159 3274 13 0.00163431783176542 699.668666666668 30 0.00163107846936836 2324.33133333334 84 0.123518850987433 696.250000000001 53 0.0232133261687264 2326.25 -0.341301970804762 -2.65747460087083
2L Hnf4 FBgn0004914 FBtr0079747 3307 3 0.000372912796830813 492.503666666665 1 1.35068863639558e-05 1619.49633333334 1 0.00202771206488679 493.166666666665 1 0.000617728817049314 1618.83333333334 0.198553014944046 0.666666666666667
2R gol FBgn0004919 FBtr0300178 3193 5 0.000682214881670528 325.278666666666 2 0.000295622017285317 1057.72133333333 3 0.00921658986175116 325.5 2 0.00189125295508275 1057.5 -0.132059571443496 0.4
X Top1 FBgn0004924 FBtr0074005 4265 58 0.00773499976137253 613.452166666667 18 0.000118947969207032 2308.54783333334 51 0.0832653061224489 612.500000000001 31 0.0134228187919463 2309.5 0.123680938091138 0.489432703003337
3L eIF-2beta FBgn0004926 FBtr0075968 1128 34 0.0164245369217946 202.385833333333 6 8.1806231740321e-05 733.614166666666 7 0.0346677672307057 201.916666666667 5 0.00681121580202066 734.083333333333 0.159252794576821 0.752941176470588
X phm FBgn0004959 FBtr0074603 1997 93 0.0261032780987842 430.999895 33 0.000962913322496212 1291.000105 34 0.0814150714804944 429.895833333333 17 0.0131568339755889 1292.10416666667 0.103543659403723 0.290322580645161
3L gig FBgn0005198 FBtr0074819 5795 62 0.00537098355266714 1358.53451099999 30 0.000530989893460328 4182.46088999996 157 0.115561553088389 1358.58333333333 18 0.0045428281097452 4182.41666666663 -0.0521441942892084 -3.22043010752688
2L nmd FBgn0005322 FBtr0080065 1300 37 0.014862311059858 255109 5 0.000193517317797302 851.890999999999 9 0.0353982300884955 254.25 8 0.00938141307534449 852.749999999999 0.196648422254502 0.847972972972973
3L ash1 FBgn0005386 FBtr0306009 7600 81 0.00488695723601782 1575.47449999999 57 0.000427491928381047 5102.5255 173 0.11024287222809 1578.33333333332 52 0.0107866049977936 5098.91666666667 0.00868422862273044 -1.34116809116809
X ewg FBgn0005427 FBtr0308209 4051 15 0.00116918204363091 620.649666666667 10 0.000120072944678196 1908.35033333334 47 0.0758472296933836 619.666666666666 21 0.0120460893854748 1909.33333333334 0.043919937695106 -0.492063492063492
3L Mbs FBgn0005536 FBtr0308215 5520 105 0.0177285788430522 915.952416333339 64 0.00134262909501784 2903.04758366666 44 0.0481619994527042 913.583333333339 18 0.00619532482432241 2905.41666666665 0.0435732159911585 -0.48994708994709
2L scw FBgn0005590 FBtr0081261 1342 42 0.0240076936694456 279.2485 28 0.00221111865168549 920.751499999998 20 0.0715350223546944 279.583333333334 9 0.00977818017202356 920.416666666665 0.0359200025418565 -0.481481481481481
2L RpL7 FBgn0005593 FBtr0079946 895 31 0.0168561922335246 180.648166666667 3 5.21558023619806e-05 575.351833333333 8 0.0442090720699976 180.958333333334 2 0.00695601767987827 575.041666666667 0.13286779976577 0.612903225806452
2R Sox14 FBgn0005612 FBtr0072157 3281 41 0.00720644548315777 485.209666666665 29 0.000622180034138344 1521.79033333334 13 0.0289057123193394 484.333333333331 19 0.012478108581436 1522.66666666667 0.222046420642727 0.51604621309371
2R Sox15 FBgn0005613 FBtr0087576 3651 104 0.023395622387482 574.953329999999 58 0.00163015332667027 1777.04667000001 41 0.071335363201392 574.749999999999 8 0.00450133633422421 1777.25000000001 -0.00578332636085503 -1.85817307692308
2R Psc FBgn0005624 FBtr0087798 6007 202 0.0201244960833462 1191.92122216167 99 0.00250716239110186 3611.07877783831 83 0.0698212407991587 1188.75 28 0.00775032869697604 3612.74999999998 -0.0108692299380587 -0.452793493635078
2R slbo FBgn0005638 FBtr0072272 2786 59 0.0273678642902111 305.434166666667 5 0.000108089238464059 1041.56583333333 12 0.0393926959376282 304625 13 0.0134308670104329 1042375 0.250325055925626 0.921773142112125
2R lat FBgn0005654 FBtr0087768 3315 95 0.027315347834752 522.382822666665 51 0.00242920042439427 1640.61717733334 46 0.0877165104083906 524.416666666665 10 0.0061028327315262 1638.58333333334 -0.0166199932378462 -1.46947368421053
3L Ets65A FBgn0005658 FBtr0077054 4190 71 0.0238714367361614 360.182983333333 16 0.000299869972533702 1109.81701666667 18 0.0499653018736989 360.249999999999 1 0.00090110385221897 1109.75 0.00530907695354891 -3.05633802816901
3R Ets98B FBgn0005659 FBtr0085224 3402 79 0.0193332958761643 368.117244893333 40 0.00187111238313296 1185.88275246667 24 0.0651878678134903 368.166666666666 5 0.00421644413211525 1185.83333333333 -0.0274897648724646 -1.43037974683544
2L Ets21C FBgn0005660 FBtr0078079 2423 61 0.0188507511337644 345.533687833333 45 0.00156627310485794 1079.45138716666 21 0.060613349368611 346.458333333333 15 0.0139076685339 1078.54166666666 0.109913389471618 -0.0327868852459017
2L spi FBgn0005672 FBtr0081267 1457 11 0.00327999688284196 169395 10 0.000514017007598774 532.605000000001 19 0.112815437902029 168.416666666667 2 0.00374824301108855 533.583333333334 -0.103324873173775 -7.63636363636364
2L dac FBgn0005677 FBtr0080876 4982 143 0.0172879876254998 782.820914000003 33 0.000533092459493087 2460.179086 28 0.0357751277683133 782.66666666667 3 0.00121934697195502 2460.33333333333 0.003046656884277 -1.15384615384615
2L pie FBgn0005683 FBtr0080046 2003 90 0.0236644001460772 402.426676666666 54 0.00349898335807355 1343.57332333334 39 0.097035040431267 401.916666666666 27 0.0200880401760803 1344.08333333333 0.0426997244373824 0.133333333333333
2R gcl FBgn0005695 FBtr0088710 2464 38 0.00999671446009408 395.814833333333 8 0.000289046326143726 1311.18516666667 35 0.0883838383838384 396 3 0.0030511060259344 1311 0.00526754707082597 -1.45614035087719
2L noc FBgn0005771 FBtr0080643 2859 79 0.0271870429202194 426.813474999999 20 0.00104952763075588 1184.186525 16 0.0375219855384015 426.416666666666 3 0.00253253605346465 1184.58333333333 0.0260581301669833 -0.350210970464135
3L Con FBgn0005775 FBtr0073375 3758 105 0.0362938194954628 491.825824999998 23 0.000369369865902984 1581.174175 30 0.0609034004398581 492.583333333332 6 0.00379646717637753 1580.41666666667 0.0486034499170149 -0.0952380952380951
3R E5 FBgn0008646 FBtr0082880 2122 64 0.0149158075632391 371.629162333332 39 0.00124741544906868 1200.37083766667 20 0.0536792663833597 372.583333333332 5 0.00416869311470854 1199.41666666667 -0.00511323365654541 -1.4375
3L comm FBgn0010105 FBtr0075579 1678 25 0.00551185213296455 264.42786 22 0.000955186196873599 845.572064999999 9 0.034090909090909 264.000000000001 4 0.00472813238770686 845.999999999999 -0.0259014088389598 -0.98
2R dpn FBgn0010109 FBtr0088803 2036 21 0.00305237481254542 306.677166666666 13 0.000351319649557591 998.322833333331 28 0.0911062906724512 307.333333333333 4 0.00400935516204478 997.666666666664 -0.0610647269001505 -3.33333333333333
3L Myo61F FBgn0010246 FBtr0072674 3369 171 0.0340843348433398 731.308070000002 50 0.00110856598236212 2424.69193 58 0.0792530175358686 731.833333333335 7 0.00288759023719491 2424.16666666667 0.00365453043709407 -1.42272347535505
3R Rbp4 FBgn0010258 FBtr0082853 1515 34 0.0101024823854085 309.008333333334 9 0.000633961270324249 974.991666666665 40 0.132543103448276 309.333333333334 61 0.0636114911080712 974.666666666666 0.265245035217867 0.82642237222758
2L Trf FBgn0010287 FBtr0079542 983 35 0.0317803618166106 161.477166666667 4 0.000101622299044161 510.522833333334 17 0.105317501290656 161.416666666667 2 0.00391708829769871 510.583333333334 0.0326719611702436 0.0285714285714286
2R dap FBgn0010316 FBtr0088469 2530 12 0.00915224042041139 172.022333333333 11 0.00132341672213879 562.977666666667 15 0.0864968765016818 173.416666666667 6 0.0106840777563437 561.583333333334 -0.0163925356292792 -1.29166666666667
3L CycJ FBgn0010317 FBtr0073127 1478 13 0.00623980989010381 273.43121 31 0.00248342733979 884.583789999998 20 0.0766656525707331 273.916666666667 30 0.0350645678197757 884.083333333332 0.0291414171645031 -0.58974358974359
3R woc FBgn0010328 FBtr0112857 6161 163 0.0152103301031223 1175.42948333333 61 0.00101174492781991 3933.57051666663 89 0.0774742816601632 1174.58333333333 29 0.00787918581746559 3934.41666666664 0.0299440240457069 -0.148508567801989
3R 140up FBgn0010340 FBtr0082909 937 26 0.0168466812121541 186.744666666667 10 0.000430551354570353 596.255333333333 22 0.118491921005386 185.666666666667 8 0.0133928571428572 597.333333333333 0.0766295235728608 -0.0576923076923077
3L CdsA FBgn0010350 FBtr0076688 2391 32 0.00979630161717234 314.245126666667 5 0.000129831688761471 1026.75487333333 28 0.0891956464029732 313.916666666666 1 0.000973630831643003 1027.08333333333 -0.00228197372302825 -3375
X Cyp18a1 FBgn0010383 FBtr0074609 2199 56 0.0186386261400974 380.413808333333 11 0.000151089425425808 1233.58619166667 28 0.0737812911725956 379.5 3 0.00243013365735115 1234.5 0.0238456665783045 -0.833333333333333
X Gtp-bp FBgn0010391 FBtr0073480 2056 90 0.0194404560710189 436.972170833333 24 0.000402181133690397 1405.02782916667 34 0.0780413159908188 435.666666666666 23 0.0163545863948803 1406.33333333334 0.152986725383233 0.605797101449275
2R LamC FBgn0010397 FBtr0333166 2450 78 0.0178828556442737 471.122679166666 12 0.000941400810532779 1448.87732083334 26 0.0554272517321017 469.083333333332 10 0.00689219458962724 1450.91666666667 0.0605846191738031 0.6
2L Ror FBgn0010407 FBtr0079978 2271 104 0.0292132710411144 467.728221999998 32 0.00130816985530378 1587.271778 43 0.0920114122681887 467.333333333332 1 0.000629855133319335 1587.66666666667 -0.0360618233543815 -12.2307692307692
3R ato FBgn0010433 FBtr0081828 1223 12 0.00501627529590061 220.326333333334 9 0.000582137558924351 715.673666666666 21 0.0953822861468582 220.166666666667 5 0.00698486612339931 715.833333333333 -0.0357491350713309 -2.15
2R cora FBgn0010434 FBtr0086509 5899 250 0.0263095716543493 1248.41207166666 75 0.00107579934204758 3845.58792833331 79 0.0640469677763695 1249.08333333333 6 0.00182058562170833 3844.91666666664 -0.0116436256358278 -2.95
2L dmGlut FBgn0010497 FBtr0080292 2426 71 0.0295508250981664 374.3 6 0.000731391856973252 1113.7 30 0.0802496656263933 373.833333333333 5 0.00448765893792072 1114.16666666667 0.0288071284584545 0.492957746478873
2R Dcp-1 FBgn0010501 FBtr0072062 1749 36 0.0128907205955261 229.835333333334 11 0.000651760646925762 739.164666666666 23 0.100436681222707 229 4 0.00540540540540541 739.999999999999 0.00294335079306799 -0.756944444444445
2R kermit FBgn0010504 FBtr0088811 2078 32 0.0186104479765386 233.2745 7 0.000173205233757191 774.725499999999 17 0.0730397422126744 232.75 3 0.00386971944534022 775.249999999999 0.0410941963566026 -0.239583333333333
2R wal FBgn0010516 FBtr0088082 1212 41 0.0196719181691648 253.800473333334 14 0.000541098246131749 736.199526666666 17 0.0670611439842208 253.5 1 0.00135777325186694 736.5 -0.0069247943980763 -4.80487804878049
2R Sply FBgn0010591 FBtr0087007 2077 70 0.0234558515355992 398.430333333333 20 0.000717269144678419 1236.55466666667 32 0.0803683549602345 398.166666666666 1 0.000808516372456542 1236.83333333333 -0.019712243079307 -8.14285714285714
3L simj FBgn0010762 FBtr0331574 5110 140 0.0312845200008663 697.301822666669 31 0.000774311279227764 2113.69817733334 30 0.0429953421712646 697.750000000002 3 0.00141961433810481 2113.25000000001 0.00780970600539708 -1.21428571428571
3R sqz FBgn0010768 FBtr0083733 3258 84 0.033591485829517 367.40637 23 0.00096318124322517 1237.59363 25 0.0678426051560381 368.5 5 0.00404367165386171 1236.5 0.0283768251776185 -0.369047619047619
3R ppan FBgn0010770 FBtr0084012 1477 72 0.0310159996294883 302.430341666667 15 0.000842649554116699 1077.55465833333 25 0.0829416643627316 301.416666666667 8 0.00741713667619565 1078.58333333333 0.0556357495069825 0.348958333333333
3R Xe7 FBgn0010772 FBtr0078728 3242 9 0.000879323358354334 545.1605 11 0.000318310406788817 1803.83950000001 59 0.109839816933638 546.25 25 0.0138677021217584 1802.75000000001 -0.153682038004842 -1.88444444444444
3L Gug FBgn0010825 FBtr0333049 8485 244 0.0201428877882254 1477.88543416666 61 0.000458708726973816 4543.11456583333 97 0.0675580577058413 1480.20833333333 69 0.0161084192234492 4531.79166666666 0.170265655347914 0.648550724637681
3L Spn FBgn0010905 FBtr0304621 7376 387 0.0322279187623509 1550.53809573332 138 0.00159633022626146 4893.46166426667 89 0.057379251061087 1551.08333333332 10 0.00204377075704675 4892.91666666667 -0.0128012610362233 -2.17364341085271
3R Sas-4 FBgn0011020 FBtr0081569 2802 16 0.00358993678831241 605.875999999999 22 0.00104404001905616 2097.12400000001 71 0.117484831770546 604.333333333332 31 0.0147712833545107 2098.66666666668 -0.113614129203087 -2.1491935483871
3L fbl FBgn0011205 FBtr0078187 2386 11 0.00264537469893029 363.280666666666 4 0.00015877015606941 1172.71933333333 27 0.0740233036326252 364.749999999999 10 0.00853788687299893 1171.25 0.0467930236776704 0.0181818181818181
3L bol FBgn0011206 FBtr0331858 6538 19 0.0093024105154991 179179 6 0.000138290583116783 519821 7 0.0391425908667288 178.833333333333 1 0.00192246074975969 520.166666666667 0.0321666704646578 -1.21052631578947
2L pelo FBgn0011207 FBtr0079847 2045 72 0.0433123771717627 272.242921666667 12 0.000824550201666035 912.757078333331 14 0.0515653775322283 271.5 2 0.00218938149972633 913.499999999997 0.0220474325953186 -0.166666666666667
3R heph FBgn0011224 FBtr0306693 3869 24 0.00210198811182347 656.370666666668 10 9.48289645557105e-05 2037.62933333334 40 0.0625317742755464 655.666666666668 15 0.00784955028618149 2038.33333333334 0.0683623523692758 -0.111111111111111
3R jar FBgn0011225 FBtr0301368 4603 168 0.0240345254724857 892.278166666672 24 0.000238478130285021 2911.72183333332 61 0.0683920396150608 891.916666666673 1 0.000343396766347119 2912.08333333332 -0.00482890948348994 -7.71428571428571
2L poe FBgn0011230 FBtr0079545 16216 900 0.0330019363874136 3797.16729250009 158 0.000608944074033086 12168.8326324998 245 0.0648164412436309 3795.33333333343 72 0.00599802804557416 12170.6666666665 0.0665831314353633 0.402623456790124
2L scat FBgn0011232 FBtr0079809 3558 160 0.0338176718514478 681.432460666668 51 0.00113756847313555 2138.56753933334 35 0.0512257592389315 683.250000000002 4 0.00187200187200187 2136.75000000001 0.00271218439699449 -1.7890625
2R Sema-2a FBgn0011260 FBtr0087088 3548 2 4.09419970954541e-05 488.666666666665 4 0.000203887059865652 1602.33333333334 1 0.00204638472032743 488.666666666665 1 0.000624089868941126 1602.33333333334 -0.599073145064004 -1
2R babo FBgn0011300 FBtr0088658 4839 22 0.00282172351911672 444.409666666665 8 0.000263322626264466 1421.59033333334 55 0.123746132933346 444.458333333332 13 0.00914500102588151 1421.54166666667 -0.0165387830882719 -0.538461538461539
