chromosome geneName geneId transId transLenTrue Ps piS Ss_p Pn piN Sn_p Ds kS Ss_d Dn kN Sn_d DoS alphaMK
2R Mmp1 FBgn0035049 FBtr0273263 3105 31 0.00506525555718854 421.794604999999 14 0.0002417706648986 1330.205395 42 0.0995457238791233 421.916666666666 4 0.00300733036777144 1330.08333333333 -0.0162320819807593 -3.74193548387097
2R spz6 FBgn0035056 FBtr0072370 1647 20 0.0057720765639757 318.895333333333 13 0.00131853775141324 956.104666666665 25 0.0816753926701571 318.333333333333 6 0.00627177700348433 956.666666666665 -0.114642356342061 -1.70833333333333
3L mthl2 FBgn0035623 FBtr0077088 2035 56 0.0124330640696931 352.993781666666 73 0.00574852620601101 1200.99114333333 31 0.0933411903358871 353.541666666666 57 0.0483450838745528 1199.70833333333 0.0250392851992648 0.291040100250627
3L PGRP-LF FBgn0035977 FBtr0076439 1355 34 0.0165244735521487 253.896353666667 41 0.00654401885721539 853.088646333332 31 0.120955942123232 256.291666666667 25 0.0305627663221825 850.708333333332 -0.0819682637345771 -0.495294117647059
3L mop FBgn0036448 FBtr0075700 5961 174 0.0211919825149793 1320.57157233333 104 0.00188349543073124 4178.42640566664 104 0.078604270328148 1323.08333333333 28 0.00670511464548707 4175.91666666664 -0.00302562650303907 -1.2200328407225
3L TSG101 FBgn0036666 FBtr0075329 1757 24 0.00821512753233891 298333 15 0.00115203333607579 925.666999999998 37 0.123367602111698 299.916666666667 16 0.0173285198555957 923.333333333332 0.000176345886133258 -0.4453125
3L Adgf-A FBgn0036752 FBtr0075190 2588 26 0.0145811336022375 392.917125833332 21 0.00144985603381506 1266.06794916667 36 0.0941975177681131 392.791666666666 12 0.00947711342920135 1266.20833333333 0.000971245986462504 -1.42307692307692
3L Grasp65 FBgn0036919 FBtr0074895 1797 18 0.00783519256150115 359.551333333333 13 0.0023637539517763 1020.44866666667 44 0.125290023201856 359.166666666666 11 0.0117551020408163 1020.83333333333 -0.145989109133246 -1.88888888888889
3R dgrn FBgn0037384 FBtr0078638 1632 6 0.00244463747227881 231.348666666667 9 0.00124411990540208 725.636333333333 18 0.0777817788980914 231.416666666667 43 0.0592626622257954 725.583333333333 0.0951604564144138 0.372093023255814
3R wntD FBgn0038134 FBtr0082775 1147 27 0.0126815501320671 214.192833333334 16 0.000891887793387335 712.807166666666 18 0.0839486980178779 214.416666666667 5 0.00701672319027015 712.583333333333 0.0114278396475745 -1.13333333333333
3R foxo FBgn0038197 FBtr0305052 3708 75 0.0169547388958833 427.919100666665 26 0.000812726802636853 1438.08089933334 32 0.0746355685131199 428.749999999998 8 0.00556618542355191 1437.25 0.0236598747374204 -0.386666666666667
3R Spn88Eb FBgn0038299 FBtr0083140 1431 29 0.00817444474969244 286.578578666667 24 0.000706891990672123 991.421421333332 34 0.122520420070012 285.666666666667 42 0.0433649886545089 991.583333333332 0.181822356267761 0.330049261083744
3R GATAe FBgn0038391 FBtr0083218 3086 71 0.0167366194532538 519.545753333332 34 0.0013416157456571 1718.45424666667 43 0.0845341018251684 520.499999999999 35 0.0209698558322411 1716.75 0.124547295319501 0.411670020120724
3R MED25 FBgn0038760 FBtr0083825 2766 89 0.0205959385148237 539.396999999998 24 0.000470530640717085 2049.60300000001 63 0.11859172328598 539.666666666664 5 0.00243981782693558 2049.33333333334 -0.00217699566846365 -2.39775280898876
3R p53 FBgn0039044 FBtr0084360 1870 58 0.017495474009071 329.763635333333 45 0.00236101416247958 1155.23636466667 26 0.0819423368740517 329.5 48 0.0415404586758979 1155.5 0.217502939175274 0.579741379310345
3R Nup98-96 FBgn0039120 FBtr0084460 6624 211 0.020299360425817 1414.50901941866 88 0.00108349302327392 4465.49098058131 103 0.0727808037685856 1415.20833333333 46 0.0103028323456675 4464.79166666665 0.0733344393869437 0.0661446527920875
3R Gp93 FBgn0039562 FBtr0085254 2841 124 0.0278028220254485 523.588923333332 22 0.000436530464641841 1837.41107666668 30 0.059033563437277 525.124999999998 8 0.00435759515217537 1835.87500000001 0.0532831389408363 0.334677419354839
3R Cad99C FBgn0039709 FBtr0085488 5795 249 0.0231741631259816 1239.8608795 81 0.000654374112799084 3878.13523249997 61 0.0491704171424733 1240.58333333333 7 0.00180532571084702 3877.41666666663 0.00795360523681598 -1.83476764199656
3R Npc2g FBgn0039800 FBtr0085723 659 39 0.04977994260279 116492 6 0.00186333451684845 360508 5 0.0431034482758621 116 6 0.0166204986149584 361 0.242207811646418 0.871794871794872
2L Trx-2 FBgn0040070 FBtr0079839 1338 11 0.0220873891002561 71828 1 0.000128580255426058 246172 3 0.0415704387990762 72.1666666666667 2 0.00813559322033899 245.833333333333 0.157886423631519 0.863636363636364
2R POSH FBgn0040294 FBtr0086828 3169 50 0.00773805296348087 600.884492333333 43 0.00120951164569234 1913.11550766667 39 0.0665372886054893 601.166666666667 15 0.00836455519735119 1912.83333333334 -0.0235041939938737 -1236
2R Dip3 FBgn0040465 FBtr0086734 1471 36 0.032965031407826 239439 8 0.000461860029065441 804.560999999999 13 0.0541666666666666 240 15 0.0186567164179105 803.999999999999 0.242374269449965 0.807407407407407
2R Alk FBgn0040505 FBtr0087118 8655 304 0.0362352678509933 1233635 31 0.000232053225566168 3869.36499999998 93 0.0753901236235898 1233.58333333333 7 0.00180905821290893 3869.41666666664 0.017070325108413 -0.354793233082707
3L armi FBgn0041164 FBtr0100641 4134 93 0.0121453350941967 825.380618333336 50 0.00133386241614876 2738.61891666666 69 0.0848206396889907 825.270833333336 85 0.0310618114822118 2736.47916666666 0.169088752801005 0.563567362428842
2R tamo FBgn0041582 FBtr0072281 4162 56 0.00847841230740313 583.729020833332 57 0.00143334209059672 1807.27097916667 56 0.10117176336096 583.166666666666 40 0.0221259334378168 1807.83333333334 0.0348409802067083 -425
3L Tsp68C FBgn0043550 FBtr0075751 1564 40 0.0246241005202984 261.463948333334 23 0.0024587263296761 824.536051666666 24 0.0910815939278936 263.500000000001 5 0.00607902735562311 822.499999999999 -0.0282186577432311 -1.76
3R Naam FBgn0051216 FBtr0083786 1817 44 0.0192278901948786 241.782316666667 9 0.000331575770156465 829.217683333332 14 0.0578114246386785 242.166666666667 2 0.00241303036396542 828.833333333332 0.0231150950330554 -0.431818181818182
2L pog FBgn0051660 FBtr0304909 3644 159 0.0310809957711715 694.741462500002 74 0.002532717479827 2158.24599150001 21 0.0301724137931034 696.000000000002 4 0.00185442744552619 2157.00000000001 -0.0174454546764933 -1.44339622641509
3R pxb FBgn0053207 FBtr0083162 3024 58 0.0148226168057474 463.604038333332 29 0.00069770713513275 1444.38055666667 22 0.0474905558553698 463.249999999999 7 0.0048451289150372 1444.75 0.0476235031404412 -0.571428571428571
X upd3 FBgn0053542 FBtr0113465 2221 61 0.0295122250097817 292.891329333333 19 0.00195801287899657 910.108670666665 22 0.0751761942051684 292.645833333333 19 0.0208968219416631 909.229166666665 0.155291869591759 0.639344262295082
2L Pvf3 FBgn0085407 FBtr0112612 3486 24 0.00910038209603165 314.35111 35 0.00206227838612107 1131.648575 3 0.0095440084835631 314.333333333333 4 0.00353460972017674 1131.66666666666 0.0855107243721503 -0.09375
2L nub FBgn0085424 FBtr0112642 4497 122 0.0153272278030279 682.995588500002 87 0.00164289400574307 2200.0044115 28 0.0409207161125319 684.250000000002 15 0.00682205798749288 2198.75 0.0460809747732739 -0.331147540983607
3R poly FBgn0086371 FBtr0082772 1157 26 0.014740942100504 177313 12 0.00120786770125664 575687 12 0.0675739089629282 177.583333333333 5 0.00868935553946415 575.416666666667 0.0382049064355579 -0.107692307692308
2R shrb FBgn0086656 FBtr0088623 1267 10 0.0129265363518598 142.659536833333 3 7.82298144598583e-05 535.340463166667 15 0.105017502917153 142.833333333333 3 0.00560573030208657 535.166666666667 0.0446586049844367 -0.5
3L sls FBgn0086906 FBtr0332674 56489 2121 0.0231423864885701 12367.8157147726 1698 0.00246306107246704 43035.9898984267 772 0.0628257434615425 12367.5416666677 502 0.0119439864216553 43034.2083333316 0.0635507542614372 -0.231148954394586
3L AGO2 FBgn0087035 FBtr0075560 4117 22 0.00215921117369802 833.724000000004 11 0.000446466380058797 2817.27599999999 79 0.0984319903968785 833.062500000004 140 0.0518316359360094 2816.81249999999 0.17359432830291 0.717857142857143
3R puc FBgn0243512 FBtr0081792 2919 14 0.00457095386339646 347.747833333333 13 0.000649013268430989 1080.25216666666 16 0.0460321265883481 347.583333333333 7 0.00647898187427691 1080.41666666666 -0.000949754670367661 -1.12244897959184
X alpha-Man-I FBgn0259170 FBtr0299633 4102 133 0.0393846426951817 494.513468999998 29 0.000550605472108776 1557.322623 28 0.0565489965077631 495.145833333331 8 0.00578088827630503 1556.85416666667 0.0789591984162047 0.236842105263158
2L dl FBgn0260632 FBtr0081007 4724 83 0.0214530124987882 690.246333333334 44 0.00102284946238681 2306.75366666667 59 0.0852549822385453 692.041666666667 19 0.0086769464379327 2304.95833333334 0.0468660372452718 -0.646163601775523
3L th FBgn0260635 FBtr0075499 1870 28 0.00783975421073084 315.997666666667 9 0.00119470112618627 998.002333333331 22 0.0694736842105263 316.666666666667 21 0.0210561497326204 997.333333333331 0.100349651431602 0.663265306122449
3R mfas FBgn0260745 FBtr0082498 2962 73 0.0186890515712415 650.578869333334 46 0.000856250323709 2064.42113066667 49 0.0753942813181176 649.916666666668 5 0.00242120979782897 2065.08333333334 -0.0126937450856831 -5.17534246575342
3R ird1 FBgn0260935 FBtr0081986 4239 63 0.00850154212101001 971.244333333339 39 0.000340743006838205 3054.75566666666 115 0.118201284796573 972.916666666672 5 0.00196522641045938 3053.08333333332 -0.0221814338194791 -13.2380952380952
3L scny FBgn0260936 FBtr0307975 4470 2 0.000619785238116991 683.163333333335 5 0.000236677500086838 2244.83666666667 2 0.00292897241884305 682.833333333335 3 0.00133620369683022 2245.16666666667 0.0369391653379836 -0.666666666666667
3L rgn FBgn0261258 FBtr0309230 3942 23 0.00421640164703952 519.864824999996 23 0.000805926258468434 1904.13517500001 66 0.126720000000001 520.833333333329 17 0.0089324809527979 1903.16666666668 -0.0946203976150348 -2.88235294117647
3L NT1 FBgn0261526 FBtr0301608 3873 136 0.0211809886637554 753.9606405 107 0.00202601974306317 2372.0393595 35 0.0463780918727915 754.666666666667 24 0.0101208883890919 2371.33333333334 0.0918319366159394 -0.147365196078431
2L Thor FBgn0261560 FBtr0077524 755 19 0.0161371274453975 90.6683333333333 2 7.68411647258e-05 260.331666666667 7 0.076923076923077 90.9999999999999 1 0.00384615384615385 260 0.042879852263888 0.263157894736842
3L kug FBgn0261574 FBtr0332722 14221 94 0.00204426221696261 3239.31743033339 112 0.000521200207706948 10857.6825696666 279 0.0863642205372044 3242.08333333339 52 0.00488291746641079 10854.1666666666 -0.149647233118434 -5.39279869067103
3L Dhc64C FBgn0261797 FBtr0332750 14401 692 0.0331145179427734 3272.99848866672 28 0.000147637172438421 10710.0015113333 216 0.0660247592847306 3271.50000000006 6 0.000560145637865849 10711.4999999999 0.00397390877277013 -0.456647398843931
2L LanB1 FBgn0261800 FBtr0079490 6235 301 0.0324273495149903 1218.11643833333 31 0.000105863127991763 4145.88356166662 86 0.070607553366174 1218 13 0.00313555233960447 4145.99999999996 0.0392659371124414 0.318681318681319
3R Gprk2 FBgn0261988 FBtr0085788 4690 37 0.0039293393108056 478.173499999998 10 0.00022899461066842 1663.82650000001 21 0.0439024390243904 478.333333333331 2 0.00120216389501102 1663.66666666667 -0.0284160379163205 -1.83783783783784
2R Acsl FBgn0263120 FBtr0333001 3061 50 0.0087604382342494 516.138999999998 6 0.0001163976915419 1667861 39 0.0754352030947778 516.999999999998 2 0.0011997600479904 1667 0.00254299771030879 -1.34
2R Ark FBgn0263864 FBtr0086968 4824 115 0.0133547954101153 973.251859000006 97 0.00138560157721254 3346.74814099998 73 0.0749743238616907 973.666666666673 101 0.0304811236178904 3346.33333333331 0.195042376346645 0.390357296599225
2L sick FBgn0263873 FBtr0329845 9210 276 0.019826388008717 1970.09544316664 113 0.00134475795853739 6150.9045568334 135 0.0683948323904425 1973.83333333331 14 0.00227747200607324 6147.16666666673 -0.0312926237594009 -2.94798136645963
2R Cyt-b5 FBgn0264294 FBtr0088905 830 9 0.00848566047610217 85.8325166666667 4 0.000327426384887956 316.167483333333 7 0.0807692307692308 86.6666666666667 3 0.00951374207188161 315.333333333333 0.0682246322014312 -0.037037037037037
3R Atg6 FBgn0264325 FBtr0084590 1493 39 0.0200237645136343 280074 11 0.000171804823387231 985.925999999998 25 0.0892325996430695 280.166666666667 2 0.00202874049027896 985.833333333331 0.0137229546401156 -2.52564102564103
